Termo,Quantidade,Stemmer
suplício,2,NoStem
deixe,1,NoStem
201251502661,1,NoStem
percebe,135,NoStem
desconhecidos,7,NoStem
hialina,5,NoStem
deixo,75,NoStem
satisfativo,6,NoStem
201000901189,2,NoStem
começo,2,NoStem
201288700415,1,NoStem
muitos,16,NoStem
satisfativa,4,NoStem
201301009592,3,NoStem
201240502782,2,NoStem
agente,244,NoStem
começa,7,NoStem
vantajosa,2,NoStem
positiva,16,NoStem
valioso,2,NoStem
consensualidade,4,NoStem
pronunciara,1,NoStem
triccia,17,NoStem
laminadas,1,NoStem
verena,1,NoStem
engendrou,13,NoStem
sinceridade,2,NoStem
retirou,17,NoStem
abatendo,4,NoStem
afastamento,83,NoStem
condenação,2873,NoStem
achincalhe,1,NoStem
deire,3,NoStem
imóvelfoi,1,NoStem
201000901163,2,NoStem
smile,1,NoStem
20130110040250,1,NoStem
fibrilação,3,NoStem
hematomas,2,NoStem
flexão,5,NoStem
supressões,2,NoStem
200984001843,1,NoStem
descartar,1,NoStem
uniformizada,1,NoStem
desabonar,1,NoStem
aproximação,7,NoStem
arbitrá,1,NoStem
201040802526,2,NoStem
averiguando,1,NoStem
diretoria,2,NoStem
fluira,1,NoStem
malgrado,2,NoStem
201301010598,3,NoStem
garantias,65,NoStem
prive,1,NoStem
remanescentes,1,NoStem
priva,2,NoStem
ronysa,4,NoStem
administrativo0,1,NoStem
saraiva,43,NoStem
inadmissibilidade,47,NoStem
maconha,7,NoStem
caminhos,4,NoStem
201541101565,1,NoStem
validasse,1,NoStem
201040802557,1,NoStem
baixa,58,NoStem
usufruídas,2,NoStem
201040102333,1,NoStem
megadata,1,NoStem
empreendimento,275,NoStem
liberatório,8,NoStem
201000901152,2,NoStem
remuneratórios,8,NoStem
mês,937,NoStem
asparedes,1,NoStem
diante,1131,NoStem
rodrigo,94,NoStem
201501008454,2,NoStem
201440803545,1,NoStem
9503,1,NoStem
tênue,2,NoStem
201488702461,1,NoStem
201201007024,2,NoStem
exordiais,1,NoStem
administrativos,37,NoStem
concreção,1,NoStem
sofrimentos,53,NoStem
nomenclatura,2,NoStem
modificados,2,NoStem
concernente,10,NoStem
201501008447,2,NoStem
201140802595,1,NoStem
201488702457,1,NoStem
inconstitucionalidadejulgada,1,NoStem
idôneos,2,NoStem
daactio,1,NoStem
incompetência,750,NoStem
sebastiao,2,NoStem
nayara,5,NoStem
201000901133,3,NoStem
funeral,3,NoStem
aretençãodesaláriodo,2,NoStem
oportuna,4,NoStem
oportune,1,NoStem
201000901107,2,NoStem
permanentedecorrente,1,NoStem
naaçãoproposta,1,NoStem
201000901108,2,NoStem
201288800989,1,NoStem
global,43,NoStem
incremento,1,NoStem
lisandro,1,NoStem
brilinta,1,NoStem
201201007006,2,NoStem
prestados,88,NoStem
prestador,42,NoStem
nominal,29,NoStem
jaccottet,2,NoStem
schulze,1,NoStem
execração,1,NoStem
jursiprudencial,1,NoStem
201541101529,1,NoStem
roubo,17,NoStem
prolação,102,NoStem
201000901119,2,NoStem
planta,64,NoStem
exsurgindo,3,NoStem
ameaças,5,NoStem
irrecorribilidade,4,NoStem
firmando,2,NoStem
ameaçar,4,NoStem
201440803554,1,NoStem
201000901113,2,NoStem
entabulado,32,NoStem
desencontradas,1,NoStem
jhons,1,NoStem
carira,6,NoStem
70033706805,1,NoStem
infringência,7,NoStem
de6530kw,1,NoStem
201501008458,2,NoStem
akel,1,NoStem
remunerados,2,NoStem
apineia,2,NoStem
cobranças,229,NoStem
roubados,1,NoStem
201445203043,1,NoStem
raonny,3,NoStem
201200805569,2,NoStem
declarando,58,NoStem
evidentemente,28,NoStem
positivo,19,NoStem
jean,7,NoStem
recordando,6,NoStem
aloisio,1,NoStem
willievanes,1,NoStem
coadunada,1,NoStem
constatação,77,NoStem
s82,2,NoStem
fazenda,365,NoStem
500836,4,NoStem
cliente,133,NoStem
descontados,64,NoStem
inexistirnos,1,NoStem
exceto,128,NoStem
convencionados,5,NoStem
evidente,285,NoStem
bosque,3,NoStem
fazendo,180,NoStem
que,39288,NoStem
extraviar,1,NoStem
oportuno,76,NoStem
condroitina,2,NoStem
esquivar,3,NoStem
quo,652,NoStem
876856,2,NoStem
pronunciado,17,NoStem
201140401054,1,NoStem
aperfeiçoar,6,NoStem
denotam,2,NoStem
lecionam,1,NoStem
interditada,1,NoStem
201501008429,2,NoStem
extraviam,1,NoStem
jecs,1,NoStem
impossibilitados,2,NoStem
supravalores,2,NoStem
descompasso,19,NoStem
alvarez,81,NoStem
alvará,6,NoStem
jecc,2,NoStem
argüiu,2,NoStem
mosquito,3,NoStem
omisão,1,NoStem
argüir,1,NoStem
psicologicamente,12,NoStem
confrontado,3,NoStem
empresarial,32,NoStem
alvares,16,NoStem
diantedo,1,NoStem
201340801463,2,NoStem
defensiva,13,NoStem
201270001634,1,NoStem
impossibilitadas,2,NoStem
estácio,8,NoStem
asder,1,NoStem
extensíveis,1,NoStem
preocupada,1,NoStem
albuquerque,1539,NoStem
haveria,39,NoStem
laminador,1,NoStem
imposição,75,NoStem
responder,264,NoStem
afetou,12,NoStem
afetos,8,NoStem
201183501091,1,NoStem
respondeu,5,NoStem
contíguas,1,NoStem
redesignando,1,NoStem
vigilantes,3,NoStem
universidade,26,NoStem
70039564836,2,NoStem
unimed,25,NoStem
consubstanciando,2,NoStem
201140100105,2,NoStem
respondia,1,NoStem
damages,4,NoStem
satisfatório,11,NoStem
incutido,1,NoStem
satisfatória,26,NoStem
utensílios,1,NoStem
cândido,3,NoStem
caótico,1,NoStem
29512627,1,NoStem
maiko,1,NoStem
alisson,15,NoStem
005375,1,NoStem
cândida,2,NoStem
usurpá,9,NoStem
paloma,7,NoStem
prolongado,1,NoStem
candidatos,48,NoStem
21812,1,NoStem
agenda,1,NoStem
cleonice,5,NoStem
reiniciou,1,NoStem
201540101095,1,NoStem
consubstanciam,1,NoStem
alvaro,2,NoStem
201140102746,1,NoStem
201501008498,2,NoStem
vértice,1,NoStem
atenção,137,NoStem
censurada,8,NoStem
onsectários,1,NoStem
201240801520,1,NoStem
tobias,9,NoStem
salvino,1,NoStem
rigonato,1,NoStem
imutável,1,NoStem
fabricação,36,NoStem
pormaria,5,NoStem
ofereceram,1,NoStem
entrou,53,NoStem
legitimando,4,NoStem
designação,13,NoStem
pecas,5,NoStem
lofredo,1,NoStem
cólicas,1,NoStem
vídeolaparoscopia,1,NoStem
batedeira,3,NoStem
zelando,1,NoStem
caminhar,1,NoStem
presumível,2,NoStem
remuneradas,2,NoStem
tesouraria,1,NoStem
esmeralda,1,NoStem
rigidez,6,NoStem
mails,13,NoStem
instante,15,NoStem
fielmente,3,NoStem
roupa,6,NoStem
improcedentesos,3,NoStem
obedecida,2,NoStem
procura,10,NoStem
imbassaí,1,NoStem
ferramenta,6,NoStem
ordenamento,123,NoStem
marcados,1,NoStem
acompanhada,12,NoStem
alvany,1,NoStem
holding,3,NoStem
terminaram,1,NoStem
eritematoso,1,NoStem
maior,373,NoStem
modificadas,1,NoStem
201401007237,2,NoStem
adunou,1,NoStem
procure,1,NoStem
nãotenha,1,NoStem
201240102635,1,NoStem
ra1,2,NoStem
201401007235,2,NoStem
contacorrente,1,NoStem
amoldem,3,NoStem
entendera,1,NoStem
militão,3,NoStem
accordes,2,NoStem
planos,36,NoStem
performance,1,NoStem
acompanhado,14,NoStem
aoreconhecimento,1,NoStem
201340103432,1,NoStem
sorte,179,NoStem
comercial,238,NoStem
201301009855,1,NoStem
falecido,9,NoStem
doquantum,3,NoStem
almejo,1,NoStem
aritimético,2,NoStem
201140501654,1,NoStem
primavera,2,NoStem
falecida,1,NoStem
pleiteados,12,NoStem
201301010868,2,NoStem
instituto,104,NoStem
parentesco,8,NoStem
condenadas,9,NoStem
ponderação,25,NoStem
impressos,4,NoStem
redutor,2,NoStem
71002216760,3,NoStem
201301010830,2,NoStem
201301010831,2,NoStem
juízoa,13,NoStem
reputação,59,NoStem
sansung,4,NoStem
entreela,1,NoStem
logrado,7,NoStem
201301007217,1,NoStem
rcl,132,NoStem
juízos,6,NoStem
seguramente,8,NoStem
técnicos,22,NoStem
demonstração,254,NoStem
rcr,1,NoStem
nomeada,10,NoStem
201351502917,1,NoStem
prequestionados,4,NoStem
zelar,15,NoStem
nomeado,18,NoStem
foiquebrada,1,NoStem
201301007206,2,NoStem
interessadas,1,NoStem
conteúdo,153,NoStem
deembargosdedeclaraçãoopostos,5,NoStem
suscitante,6,NoStem
‘fornecimento’,1,NoStem
red,1,NoStem
rec,27,NoStem
implícita,1,NoStem
reg,13,NoStem
debita,1,NoStem
201301007239,2,NoStem
rei,4,NoStem
rel,747,NoStem
tolhe,1,NoStem
distinção,25,NoStem
rem,46,NoStem
aquilatadas,1,NoStem
rep,1,NoStem
reo,7,NoStem
implícito,7,NoStem
201240803895,1,NoStem
incondicional,1,NoStem
res,7,NoStem
rev,52,NoStem
rey,5,NoStem
hoteleiro,1,NoStem
falsas,2,NoStem
concursopúblico,2,NoStem
ambulatoriais,3,NoStem
bernardete,1,NoStem
201301009892,2,NoStem
automotores,55,NoStem
concorre,2,NoStem
contratou,168,NoStem
debochar,1,NoStem
contratos,612,NoStem
hoteleira,1,NoStem
quemesmo,1,NoStem
consórcios,68,NoStem
transcende,2,NoStem
201100901007,2,NoStem
situado,11,NoStem
201100901002,1,NoStem
almeja,2,NoStem
referentes,204,NoStem
situada,10,NoStem
almeje,1,NoStem
manutençao,3,NoStem
postulação,2,NoStem
não,18031,NoStem
satisfaz,68,NoStem
cinquentareais,1,NoStem
breves,27,NoStem
civilconversão,1,NoStem
acostadas,27,NoStem
césar,31,NoStem
trabalhadores,8,NoStem
urbanos,13,NoStem
analogia,60,NoStem
afundou,1,NoStem
1366263,1,NoStem
201100901014,1,NoStem
voltamos,6,NoStem
rhc,3,NoStem
espólio,3,NoStem
bompreço,3,NoStem
indicam,10,NoStem
denegada,13,NoStem
201265001164,1,NoStem
ética,7,NoStem
indicar,58,NoStem
cardoso,99,NoStem
aceeita,1,NoStem
201440803704,1,NoStem
concorde,8,NoStem
concorda,1,NoStem
201388700026,1,NoStem
emenda,57,NoStem
título,1610,NoStem
imperdível,2,NoStem
poredileide,1,NoStem
indício,13,NoStem
rib,2,NoStem
concordo,27,NoStem
àdemandada,1,NoStem
201100901020,2,NoStem
manipulação,1,NoStem
porquanto,255,NoStem
repasse,27,NoStem
entrevista,14,NoStem
201640900759,1,NoStem
rio,273,NoStem
rir,1,NoStem
pisca,1,NoStem
201100901039,1,NoStem
reú,2,NoStem
ampliada,13,NoStem
nininho,9,NoStem
nininha,1,NoStem
referência,77,NoStem
repassa,1,NoStem
depoimento,121,NoStem
201301007279,4,NoStem
201100901031,2,NoStem
201301007275,4,NoStem
impossibilitaresponsabilizacão,1,NoStem
introduzir,7,NoStem
pellegrini,24,NoStem
rjm,4,NoStem
protelações,3,NoStem
regulamentando,3,NoStem
prontas,2,NoStem
enganação,1,NoStem
crfb,4,NoStem
dicionário,10,NoStem
201388700006,1,NoStem
lindinalva,4,NoStem
201100901045,2,NoStem
deixaram,18,NoStem
sublinhou,1,NoStem
disporão,1,NoStem
epitelial,4,NoStem
paradigmas,262,NoStem
acarretará,2,NoStem
acostados,159,NoStem
inalienável,4,NoStem
ingressado,7,NoStem
começaram,7,NoStem
cred,3,NoStem
debito,14,NoStem
transindividual,2,NoStem
mamas,5,NoStem
perfeitamente,46,NoStem
gratuitas,2,NoStem
201301007295,2,NoStem
presidencial,1,NoStem
inadimplencia,4,NoStem
201100901052,2,NoStem
crer,59,NoStem
deficiência,49,NoStem
evidenciadas,1,NoStem
intolerâncias,1,NoStem
munícipes,2,NoStem
serviçoface,1,NoStem
comunicaramà,1,NoStem
dacantora,1,NoStem
braisl,1,NoStem
lacres,1,NoStem
juizados,1596,NoStem
lumen,8,NoStem
alba,2,NoStem
solicitados,8,NoStem
instituição,344,NoStem
rmc,12,NoStem
201000901283,2,NoStem
requisição,30,NoStem
contrapõe,1,NoStem
junior1,1,NoStem
buscada,7,NoStem
adquiridosnãoentregues,1,NoStem
rms,16,NoStem
cedido,3,NoStem
marcadas,2,NoStem
zelia,2,NoStem
oferecer,34,NoStem
típica,14,NoStem
ovalor,3,NoStem
buscado,9,NoStem
elegesse,1,NoStem
juízes,1415,NoStem
precisos,6,NoStem
exma,1,NoStem
201541101462,1,NoStem
miopia,7,NoStem
típico,5,NoStem
201201007059,2,NoStem
proclamando,1,NoStem
inaceitável,26,NoStem
negrifei,13,NoStem
interessados,4,NoStem
alan,13,NoStem
decorre,219,NoStem
precisou,10,NoStem
territorial,30,NoStem
exmo,8,NoStem
decorra,3,NoStem
201351500369,1,NoStem
ofereceu,24,NoStem
mendes,112,NoStem
indesejável,1,NoStem
ehonorários,2,NoStem
eufrasio,2,NoStem
seccional,7,NoStem
realizavam,3,NoStem
fotografias,36,NoStem
rol,95,NoStem
atenuando,6,NoStem
comercializa,18,NoStem
pelafalha,1,NoStem
instrução,125,NoStem
aldo,1518,NoStem
compasso,1,NoStem
multifuncional,1,NoStem
cesar,57,NoStem
munícipio,2,NoStem
supermercado,64,NoStem
viabilizasse,2,NoStem
impressas,1,NoStem
cria,48,NoStem
201140102392,1,NoStem
rpo,2,NoStem
carine,5,NoStem
201100901094,2,NoStem
carina,5,NoStem
201100901090,12,NoStem
9605,1,NoStem
rpv,44,NoStem
crim,427,NoStem
indenizada,8,NoStem
cometeu,7,NoStem
parafiscal,1,NoStem
9624,1,NoStem
renegociou,3,NoStem
nãoconfigurada,1,NoStem
71003924222,1,NoStem
confundir,5,NoStem
acender,2,NoStem
expõem,1,NoStem
altas,7,NoStem
direitomas,1,NoStem
indenizado,62,NoStem
citifinancial,1,NoStem
crlv,1,NoStem
ferreira,2562,NoStem
lógicos,2,NoStem
porcnova,1,NoStem
orientação,87,NoStem
atenciosa,3,NoStem
pernoite,4,NoStem
9630,5,NoStem
impelido,1,NoStem
alei,11,NoStem
lanchonete,2,NoStem
comprovem,13,NoStem
juízas,75,NoStem
71000822619,1,NoStem
impeditivos,9,NoStem
técnicas,14,NoStem
000,2544,NoStem
informação,335,NoStem
001,35,NoStem
002,8,NoStem
alex,26,NoStem
contrabalanço,4,NoStem
004,1,NoStem
concausas,2,NoStem
005,3,NoStem
interpelatio,3,NoStem
grade,17,NoStem
009,7,NoStem
cometem,1,NoStem
preliminaram,1,NoStem
alem,3,NoStem
cometer,2,NoStem
sanatana,1,NoStem
ascendente,2,NoStem
retirando,6,NoStem
súbito,1,NoStem
patricia,25,NoStem
publicitária,17,NoStem
201201007120,1,NoStem
condenados,2,NoStem
201201007123,1,NoStem
mecanismo,14,NoStem
dizem,7,NoStem
011,23,NoStem
012,1,NoStem
013,1,NoStem
201201007119,2,NoStem
maranho,4,NoStem
015,4,NoStem
016,19,NoStem
isentasse,1,NoStem
condenadoo,1,NoStem
pires,24,NoStem
indiretamente,12,NoStem
201088701790,1,NoStem
9653,1,NoStem
201501008342,2,NoStem
9656,2,NoStem
201340103505,1,NoStem
autorizado,44,NoStem
201340500228,1,NoStem
00h,9,NoStem
rtj,32,NoStem
020,2,NoStem
021,5,NoStem
022,6,NoStem
023,5,NoStem
024,1,NoStem
025,1,NoStem
autorizada,95,NoStem
027,2,NoStem
028,8,NoStem
ilidir,11,NoStem
consensual,2,NoStem
malha,18,NoStem
algo,59,NoStem
publicitário,8,NoStem
rua,40,NoStem
7000,2,NoStem
201000901205,2,NoStem
luzinete,2,NoStem
voltando,2,NoStem
rui,13,NoStem
liquidado,14,NoStem
01h,4,NoStem
201000901201,2,NoStem
033,2,NoStem
034,1,NoStem
enxergo,3,NoStem
035,8,NoStem
036,2,NoStem
037,3,NoStem
conhecimentodo,3,NoStem
038,1,NoStem
confundem,4,NoStem
039,2,NoStem
ruy,81,NoStem
70028890721,9,NoStem
contraídas,3,NoStem
201000901216,2,NoStem
comprovar,261,NoStem
preliminares,179,NoStem
201501011954,2,NoStem
201000901215,1,NoStem
simplificar,1,NoStem
7014,1,NoStem
02h,1,NoStem
alie,1,NoStem
201140102451,1,NoStem
comprovam,139,NoStem
040,5,NoStem
042,8,NoStem
044,2,NoStem
045,4,NoStem
048,2,NoStem
extraídas,2,NoStem
049,1,NoStem
deixaria,2,NoStem
precisava,4,NoStem
consectário,4,NoStem
7009,6,NoStem
diminuindo,1,NoStem
201501011920,2,NoStem
autordiscordou,1,NoStem
050,24,NoStem
201288702921,1,NoStem
052,2,NoStem
053,3,NoStem
matenho,1,NoStem
nós,1,NoStem
054,3,NoStem
055,1,NoStem
cortado,2,NoStem
056,1,NoStem
057,1,NoStem
alma,2,NoStem
corrigindo,1,NoStem
059,3,NoStem
fracionário,4,NoStem
digitalizada,1,NoStem
odontológicos,1,NoStem
cortada,2,NoStem
nº201301002684,1,NoStem
elevada,8,NoStem
200988801044,1,NoStem
instituir,33,NoStem
cleber,2,NoStem
resende,13,NoStem
lembravam,1,NoStem
060,536,NoStem
perquire,3,NoStem
enegar,8,NoStem
062,1,NoStem
064,1,NoStem
juizes,7,NoStem
201188701448,1,NoStem
065,12,NoStem
curtas,1,NoStem
066,2,NoStem
067,2,NoStem
elevado,39,NoStem
069,2,NoStem
compromisso,27,NoStem
15h25min,1,NoStem
porque,951,NoStem
notado,1,NoStem
71001192095,1,NoStem
instituiu,26,NoStem
silencia,1,NoStem
ético,3,NoStem
05h,1,NoStem
070,1,NoStem
071,1,NoStem
074,38,NoStem
075,5,NoStem
patrício,19,NoStem
076,3,NoStem
077,2,NoStem
078,92,NoStem
079,5,NoStem
tocanteaos,1,NoStem
queimado,5,NoStem
imputável,15,NoStem
acumulados,1,NoStem
201140102417,1,NoStem
formativos,1,NoStem
200967100272,1,NoStem
orçamentária,6,NoStem
06h,1,NoStem
evidenciados,40,NoStem
080,4,NoStem
cadastrá,1,NoStem
082,4,NoStem
deslinde,57,NoStem
083,1,NoStem
seguimentoao,1,NoStem
087,10,NoStem
088,2,NoStem
hortensia,3,NoStem
indeznizatório,2,NoStem
embargosde,15,NoStem
82895,1,NoStem
clinica,1,NoStem
201240200934,1,NoStem
201140802867,1,NoStem
patrícia,109,NoStem
gratuitos,3,NoStem
faleceu,3,NoStem
alvenaria,1,NoStem
falecer,1,NoStem
eurides,2,NoStem
201340803986,1,NoStem
tácita,25,NoStem
tratar,288,NoStem
091,1,NoStem
092,1,NoStem
justifica,81,NoStem
094,6,NoStem
aceitado,1,NoStem
tácito,2,NoStem
7061,1,NoStem
097,1,NoStem
098,4,NoStem
099,3257,NoStem
incentivar,7,NoStem
relacionada,26,NoStem
relacionado,20,NoStem
kachny,5,NoStem
dademandante,1,NoStem
culmina,16,NoStem
scooter,4,NoStem
quonos,1,NoStem
táxis,1,NoStem
08h,24,NoStem
comprovou,95,NoStem
obancorecorrente,1,NoStem
andando,2,NoStem
sapatos,2,NoStem
pryscilla,1,NoStem
201440201807,1,NoStem
justifico,1,NoStem
cruz,116,NoStem
tratam,134,NoStem
acabaremos,11,NoStem
sancionar,2,NoStem
clavícula,1,NoStem
alcançavam,1,NoStem
201340103595,1,NoStem
201501008377,1,NoStem
girlano,1,NoStem
duzenbtas,1,NoStem
201501008374,2,NoStem
habite,64,NoStem
autoridade,70,NoStem
elapossa,1,NoStem
feiras,3,NoStem
oproduto,1,NoStem
201240200906,1,NoStem
7098,1,NoStem
reparaação,1,NoStem
atenuante,2,NoStem
corolários,2,NoStem
201301010821,2,NoStem
cadastre,4,NoStem
inexistênia,1,NoStem
indenizara,1,NoStem
70004805313,1,NoStem
gravações,15,NoStem
rabelo,16,NoStem
201240102542,1,NoStem
cadastro,474,NoStem
fórmula,2,NoStem
urologista,3,NoStem
bilhete,67,NoStem
cesse,1,NoStem
maluf,1,NoStem
salvelino,1,NoStem
20070110312070acj,1,NoStem
clinico,1,NoStem
201301009842,2,NoStem
alto,17,NoStem
outubro,661,NoStem
econtatouno,1,NoStem
cardozo,37,NoStem
inoperância,2,NoStem
pleiteadas,21,NoStem
sac,4,NoStem
injustamente,12,NoStem
201301009834,4,NoStem
incompetentes,2,NoStem
cesta,1,NoStem
sao,4,NoStem
aebradescardao,1,NoStem
san,2,NoStem
sas,4,NoStem
sat,1,NoStem
adesãoa,1,NoStem
201301009828,1,NoStem
precoce,2,NoStem
201469200008,1,NoStem
precisar,12,NoStem
precisas,6,NoStem
alta,42,NoStem
sbf,2,NoStem
ilidem,10,NoStem
situam,1,NoStem
cessa,2,NoStem
precisam,28,NoStem
tratem,2,NoStem
estampa,2,NoStem
201401007068,2,NoStem
seinviabiliza,2,NoStem
erlan,1,NoStem
alvo,5,NoStem
moradora,5,NoStem
valiosamente,2,NoStem
201401007060,2,NoStem
diferença,282,NoStem
paragrafo,2,NoStem
feitas,97,NoStem
apresentaria,1,NoStem
participam,2,NoStem
resente,1,NoStem
sinistralidade,2,NoStem
laboral,14,NoStem
votono,5,NoStem
participar,20,NoStem
causas’,3,NoStem
implicações,1,NoStem
scp,4,NoStem
laborar,1,NoStem
diereito,6,NoStem
eficiente,83,NoStem
estamos,22,NoStem
filas,8,NoStem
assaltante,3,NoStem
cristinápolis,10,NoStem
ilicitamente,10,NoStem
201282000846,1,NoStem
proveu,2,NoStem
serventuário,1,NoStem
201401007047,2,NoStem
impassível,7,NoStem
201301009765,2,NoStem
deles,57,NoStem
querelado,16,NoStem
sea,1,NoStem
prover,46,NoStem
solucionasse,1,NoStem
horas,429,NoStem
seb,2,NoStem
seg,61,NoStem
sei,7,NoStem
contabilização,3,NoStem
201401007039,2,NoStem
querelada,1,NoStem
sem,4009,NoStem
seo,1,NoStem
sen,1,NoStem
saí,1,NoStem
alheiosàsua,1,NoStem
ser,6069,NoStem
acúmulo,3,NoStem
seu,2890,NoStem
categoria,48,NoStem
cezário,19,NoStem
validade,169,NoStem
paradiscordar,1,NoStem
201301009748,1,NoStem
71002226207,1,NoStem
seuvaloré,1,NoStem
comandante,7,NoStem
201301010777,2,NoStem
suscitar,2,NoStem
suscitas,1,NoStem
201301009784,2,NoStem
rosilene,4,NoStem
expostona,1,NoStem
201301009778,2,NoStem
frete,4,NoStem
cirúrgicos,7,NoStem
ruídos,1,NoStem
incompreensíveis,1,NoStem
larah,1,NoStem
12168000007209,2,NoStem
universidades,3,NoStem
devedor,141,NoStem
sgt,5,NoStem
201340201970,1,NoStem
energia,428,NoStem
incluídos,5,NoStem
201100901110,2,NoStem
00017462720098190051,1,NoStem
318408,1,NoStem
antinomia,1,NoStem
201301007107,2,NoStem
92407,1,NoStem
exportação,8,NoStem
freud,1,NoStem
201588701134,1,NoStem
partiriam,1,NoStem
cursos,3,NoStem
provas,659,NoStem
201301007140,2,NoStem
provar,282,NoStem
notórios,31,NoStem
julgoprocedente,2,NoStem
pulverização,1,NoStem
provam,18,NoStem
sic,3,NoStem
delas,30,NoStem
cursou,8,NoStem
seà,1,NoStem
provaa,1,NoStem
destoante,5,NoStem
coobrigada,1,NoStem
sim,159,NoStem
controvérsias,1,NoStem
saídas,1,NoStem
everaldo,4,NoStem
eficaz,10,NoStem
201240102477,1,NoStem
tokio,3,NoStem
estendida,140,NoStem
traria,7,NoStem
201540501417,1,NoStem
201100901137,5,NoStem
201301007137,2,NoStem
201301007136,8,NoStem
queixava,2,NoStem
estendido,3,NoStem
renegociar,4,NoStem
viabilizaria,1,NoStem
cessaram,2,NoStem
201301007129,2,NoStem
apresentaram,24,NoStem
escorrer,1,NoStem
engodo,2,NoStem
desincumbimento,88,NoStem
consistente,92,NoStem
armazenar,3,NoStem
direção,130,NoStem
paratérmino,1,NoStem
majorada,28,NoStem
cerca,54,NoStem
sancionatório,6,NoStem
201301007166,2,NoStem
nunesem,1,NoStem
marcação,2,NoStem
majorado,265,NoStem
faltosos,1,NoStem
70039769740,1,NoStem
recursal,6029,NoStem
sky,36,NoStem
colaboradores,2,NoStem
201100901158,2,NoStem
larga,17,NoStem
jesusinterpôs,1,NoStem
201100901154,2,NoStem
201100901150,2,NoStem
cleto,1,NoStem
finalizando,2,NoStem
gestora,3,NoStem
bacharel,1,NoStem
imutabilidade,3,NoStem
acusar,1,NoStem
evanio,2,NoStem
sóchegou,1,NoStem
201100901165,4,NoStem
recontagem,1,NoStem
contados,131,NoStem
contador,4,NoStem
onere,1,NoStem
reparadores,2,NoStem
sms,2,NoStem
insurgência,31,NoStem
onera,42,NoStem
largo,2,NoStem
constatados,3,NoStem
resenha,3,NoStem
interpretaçãológico,1,NoStem
aulas,33,NoStem
201156000810,1,NoStem
omissiva,6,NoStem
201100901176,2,NoStem
faltar,5,NoStem
faltas,3,NoStem
principalmente,73,NoStem
201100901170,1,NoStem
transmite,2,NoStem
omissivo,9,NoStem
autenticidade,33,NoStem
damasceno,6,NoStem
exposado,1,NoStem
indeclinável,1,NoStem
especialmente,202,NoStem
soa,1,NoStem
soc,182,NoStem
comprometendo,11,NoStem
sob,1199,NoStem
apresentarem,3,NoStem
circunscricional,1,NoStem
201100901184,2,NoStem
som,17,NoStem
sol,4,NoStem
formação,90,NoStem
imagens,11,NoStem
sou,7,NoStem
crasso,1,NoStem
invalidade,7,NoStem
oficioso,1,NoStem
tókio,1,NoStem
201301007192,4,NoStem
137317,1,NoStem
transatores,4,NoStem
empobrecimento,1,NoStem
spa,2,NoStem
spc,74,NoStem
malas,4,NoStem
spe,39,NoStem
sph,1,NoStem
266405001,1,NoStem
interpretar,5,NoStem
201100901194,2,NoStem
reaviso,3,NoStem
spp,6,NoStem
neres,9,NoStem
comemoração,1,NoStem
seguradora,851,NoStem
sps,2,NoStem
informações,191,NoStem
spu,3,NoStem
desprovidas,4,NoStem
garrafão,3,NoStem
seupedidopara,1,NoStem
embaraçando,2,NoStem
disciplinando,1,NoStem
resistiu,1,NoStem
majorá,2,NoStem
funções,73,NoStem
imageme,1,NoStem
supedâneo,22,NoStem
perfurantes,1,NoStem
201000901388,2,NoStem
sentimento,50,NoStem
201000901386,1,NoStem
contestando,12,NoStem
salientar,48,NoStem
minimizar,17,NoStem
reparadoras,5,NoStem
10686120002569001,1,NoStem
0152648,1,NoStem
círculo,1,NoStem
impropérios,4,NoStem
csll,2,NoStem
sócioeconômica,16,NoStem
rosinalva,1,NoStem
natura,7,NoStem
demandam,1,NoStem
sra,205,NoStem
chance,16,NoStem
demandas,198,NoStem
demandar,5,NoStem
coimbra,7,NoStem
100,144,NoStem
101,16,NoStem
102,68,NoStem
favorecendo,2,NoStem
inconstitucionais,23,NoStem
homogêneo,22,NoStem
103,53,NoStem
competindo,2,NoStem
fundamentaram,1,NoStem
104,52,NoStem
srs,1,NoStem
105,40,NoStem
mitidieri,1,NoStem
71002760791,1,NoStem
106,6,NoStem
107,11,NoStem
201351500265,1,NoStem
108,10,NoStem
109,19,NoStem
mitidiero,4,NoStem
ssa,4,NoStem
comerciais,30,NoStem
integrante,305,NoStem
lacrar,1,NoStem
alusiva,6,NoStem
110,8,NoStem
201541103966,1,NoStem
111,1,NoStem
ssp,1,NoStem
112,30,NoStem
113,12,NoStem
201471000829,1,NoStem
114,10,NoStem
horta,3,NoStem
115,11,NoStem
116,9,NoStem
117,12,NoStem
alusivo,5,NoStem
118,9,NoStem
119,6,NoStem
201501008204,2,NoStem
desacolhidos,6,NoStem
improdutivo,1,NoStem
chamou,1,NoStem
schwab,2,NoStem
std,4,NoStem
10a,4,NoStem
stf,626,NoStem
201440801116,1,NoStem
pedágio,2,NoStem
201201007251,2,NoStem
stj,1511,NoStem
eletro,17,NoStem
propiciado,1,NoStem
àrestituiçãodo,1,NoStem
10h,4,NoStem
sti,5,NoStem
stl,1,NoStem
120,29,NoStem
nosseis,2,NoStem
121,13,NoStem
122,4,NoStem
123,31,NoStem
cursar,7,NoStem
124,8,NoStem
125,21,NoStem
126,12,NoStem
127,12,NoStem
128,13,NoStem
