Termo,Quantidade,Stemmer
arrendador,1,NoStem
informariam,1,NoStem
dissentindo,1,NoStem
obstaria,4,NoStem
201400814991,1,NoStem
594147803,5,NoStem
aprofundar,4,NoStem
3620,3,NoStem
chorando,2,NoStem
avalizado,2,NoStem
anistia,6,NoStem
reajustamento,10,NoStem
rival,1,NoStem
argumento,403,NoStem
3628,2,NoStem
cancel,150,Porter
ccc,2,Porter
ccb,8,Porter
guardi,1,Porter
3640,1,Porter
ccf,10,Porter
abrupt,5,Porter
cci,1,Porter
correçõ,8,Porter
recolector,1,Porter
exibil,1,Porter
pretend,878,Porter
2013220256,1,Porter
avanc,36,Porter
ccp,1,Porter
ccs,2,Porter
2303,1,Porter
201500711975,1,Porter
3630,2,Porter
fazendári,5,Porter
pamel,1,Porter
pretent,1,Porter
pretens,21,Porter
compensatóri,56,Porter
pelosórgã,1,Porter
cdb,1,Porter
minifundi,1,Porter
cda,252,Porter
gois,45,Porter
cdc,742,Porter
antonin,3,Porter
dispersã,1,Porter
seuprov,1,Porter
2320,3,Porter
impúber,6,Porter
esverd,2,Porter
cdl,4,Porter
cdn,1,Porter
roig,2,Porter
96099,1,Porter
0,394,Porter
1,5164,Porter
2316,22,Porter
porçã,3,Porter
2,3596,Porter
bermud,5,Porter
3,2374,Porter
104707,1,Porter
4,1871,Porter
5,1472,Porter
ednilson,15,Porter
6,1400,Porter
7,857,Porter
2310,1,Porter
8,1232,Porter
9,873,Porter
chamament,21,Porter
3642,1,Porter
3643,2,Porter
simovick,1,Porter
correçã,1514,Porter
remat,4,Porter
predispost,3,Porter
serginh,8,Porter
expoent,1,Porter
exigibil,146,Porter
70013736525,1,Porter
ced,69,Porter
procastinatóri,3,Porter
cef,10,Porter
cei,1,Porter
turb,5,Porter
roll,1,Porter
1000,4,Porter
2331,8,Porter
cem,54,Porter
turm,2071,Porter
turn,90,Porter
cel,12,Porter
cen,6,Porter
70022430557,1,Porter
cep,3,Porter
result,666,Porter
ces,31,Porter
gold,1,Porter
201400822716,1,Porter
cer,1,Porter
2327,1,Porter
cet,2,Porter
2324,1,Porter
quatrocent,104,Porter
2322,1,Porter
3652,2,Porter
cez,30,Porter
lement,1,Porter
4986,1,Porter
golp,52,Porter
rolemb,1,Porter
responsavel,1,Porter
trezentosl,1,Porter
3659,1,Porter
a,103235,Porter
cfc,5,Porter
b,510,Porter
c,2788,Porter
d,481,Porter
e,50304,Porter
3671,1,Porter
f,290,Porter
g,101,Porter
cfi,1,Porter
h,39,Porter
1011,1,Porter
2342,1,Porter
i,3260,Porter
porém,609,Porter
metformin,1,Porter
j,457,Porter
árdu,16,Porter
201111200030,1,Porter
k,3,Porter
cfm,1,Porter
l,148,Porter
edílson,2,Porter
ladei,1,Porter
m,339,Porter
cfo,6,Porter
n,2079,Porter
cfr,2,Porter
o,74379,Porter
adminícul,3,Porter
p,1361,Porter
2338,1,Porter
q,14,Porter
cfs,3,Porter
r,3169,Porter
encabec,1,Porter
s,1140,Porter
1005,1,Porter
t,393,Porter
1004,1,Porter
u,71,Porter
1003,1,Porter
457vers,1,Porter
v,1049,Porter
1002,1,Porter
1001,2,Porter
w,4,Porter
jurand,2,Porter
x,203,Porter
3663,1,Porter
y,1,Porter
z,18,Porter
4996,2,Porter
adrian,51,Porter
reeleg,1,Porter
salari,89,Porter
timbr,5,Porter
coercibil,1,Porter
1009,1,Porter
multifacetári,1,Porter
noéli,1,Porter
inobserv,134,Porter
replic,1,Porter
3682,6,Porter
rond,3,Porter
permissibil,29,Porter
cgj,3,Porter
1022,6,Porter
cgl,3,Porter
1020,2,Porter
2350,2,Porter
delictum,2,Porter
1019,1,Porter
2349,2,Porter
1018,3,Porter
2348,1,Porter
1017,1,Porter
232v,1,Porter
200853000482,1,Porter
1015,2,Porter
romp,16,Porter
2345,1,Porter
roms,7,Porter
1012,1,Porter
201400125831,1,Porter
milanez,1,Porter
753441,1,Porter
che,2,Porter
elisangel,1,Porter
kioits,1,Porter
chi,1,Porter
maldad,2,Porter
488227,1,Porter
1032,3,Porter
1031,3,Porter
824309,1,Porter
201401557,1,Porter
2361,2,Porter
­,47,Porter
812341,1,Porter
1028,3,Porter
1027,2,Porter
233v,1,Porter
2358,1,Porter
2005105078,1,Porter
freddi,2,Porter
1025,2,Porter
826976,1,Porter
1023,2,Porter
2354,1,Porter
·,35,Porter
234a,1,Porter
º,810,Porter
cernicchiar,6,Porter
cia,25,Porter
3688,4,Porter
¼,1,Porter
expus,1,Porter
½,5,Porter
remet,220,Porter
cid,25,Porter
xingament,1,Porter
porcentual,1,Porter
prátic,984,Porter
nº70021185103,1,Porter
ascend,3,Porter
235g,1,Porter
201500314923,2,Porter
cim,29,Porter
avali,268,Porter
102c,6,Porter
1044,3,Porter
nedel,4,Porter
1042,1,Porter
201401565,1,Porter
cis,1,Porter
1040,1,Porter
cit,840,Porter
civ,89,Porter
1039,1,Porter
1038,1,Porter
1037,2,Porter
1036,3,Porter
validad,215,Porter
1034,2,Porter
102a,2,Porter
freder,15,Porter
cjf,2,Porter
à,14368,Porter
á,205,Porter
â,1,Porter
ã,59,Porter
frustr,83,Porter
tupan,1,Porter
difíc,1,Porter
saldament,1,Porter
merecereform,1,Porter
è,9,Porter
é,14458,Porter
1054,1,Porter
duplicat,42,Porter
1053,1,Porter
1052,3,Porter
1051,2,Porter
1050,2,Porter
encômi,1,Porter
70030677926,1,Porter
abelard,3,Porter
ó,148,Porter
1048,3,Porter
inspetor,2,Porter
1047,2,Porter
1046,4,Porter
pecúli,15,Porter
2010205145,1,Porter
ú,2,Porter
201155000076,1,Porter
faturiz,21,Porter
façanh,1,Porter
pilh,2,Porter
379rddp,1,Porter
ofic,230,Porter
expos,3,Porter
expor,49,Porter
01774,1,Porter
contratemp,11,Porter
1064,2,Porter
anjos,245,Porter
aldir,91,Porter
1063,1,Porter
2394,1,Porter
emmanoel,1,Porter
1062,1,Porter
1061,1,Porter
1060,29,Porter
2391,1,Porter
fnmtes,1,Porter
responsabildiad,1,Porter
roqu,9,Porter
1059,14,Porter
reabilit,49,Porter
veemênc,2,Porter
1057,1,Porter
executor,15,Porter
ordem,1882,Porter
flor,32,Porter
cla,2,Porter
orden,436,Porter
chã,35,Porter
conduçã,36,Porter
diagnos,1,Porter
heróic,29,Porter
e02,1,Porter
105g,1,Porter
1076,2,Porter
reforc,73,Porter
clt,28,Porter
1075,1,Porter
gord,1,Porter
1074,2,Porter
1073,1,Porter
1072,15,Porter
2007311065,1,Porter
irrecuper,1,Porter
reform,2011,Porter
angular,1,Porter
remit,2,Porter
1069,1,Porter
9140984,1,Porter
1068,1,Porter
104v,1,Porter
2399,1,Porter
juracy,1,Porter
1067,16,Porter
11116,1,Porter
provenient,76,Porter
ecadent,1,Porter
cleonic,1,Porter
201210100166,1,Porter
incumb,178,Porter
subtraí,1,Porter
cmn,53,Porter
e10,1,Porter
gracch,3,Porter
pinh,1,Porter
1086,2,Porter
2ºdo,1,Porter
pint,58,Porter
saramunet,11,Porter
1085,1,Porter
874634,1,Porter
1083,2,Porter
pinn,1,Porter
gragerú,1,Porter
1082,1,Porter
1081,2,Porter
dívida4,1,Porter
audiênc,408,Porter
veríd,4,Porter
cnb,1,Porter
rosy,2,Porter
1079,2,Porter
105v,1,Porter
imperfeit,1,Porter
cnd,3,Porter
alegações,1,Porter
cnh,1,Porter
freqüênc,34,Porter
cnj,20,Porter
fisioterapeut,2,Porter
1090,3,Porter
200410600614,2,Porter
emborc,6,Porter
rosm,1,Porter
question,376,Porter
1023015,2,Porter
cnt,5,Porter
ross,2,Porter
1099,1,Porter
creditíc,20,Porter
2ºem,1,Porter
1239052,1,Porter
guarit,10,Porter
rost,19,Porter
1096,3,Porter
1095,1,Porter
periton,1,Porter
ressucit,1,Porter
conduçõ,1,Porter
inculp,4,Porter
1421328,1,Porter
70014425854,1,Porter
coc,4,Porter
1089,2,Porter
coe,1,Porter
cod,2,Porter
gost,8,Porter
fisioterap,4,Porter
cedic,232,Porter
nataçã,1,Porter
votoconst,1,Porter
coj,1,Porter
com,26882,Porter
mensag,12,Porter
col,73,Porter
quádrupl,2,Porter
con,1,Porter
adiçã,1,Porter
cop,7,Porter
cos,2,Porter
cor,59,Porter
cm³,1,Porter
aldem,4,Porter
obrigatoriedad,83,Porter
remot,7,Porter
cot,41,Porter
127465,1,Porter
mensal,1489,Porter
cov,2,Porter
fictíci,2,Porter
cox,8,Porter
tacrsp,5,Porter
25680455587,4,Porter
cpb,58,Porter
cpd,1,Porter
cpc,3586,Porter
deserçã,31,Porter
cpf,31,Porter
taquigráf,1,Porter
cpj,1,Porter
raaby,2,Porter
rosári,34,Porter
cpl,1,Porter
aviaçã,2,Porter
70005564778,1,Porter
cpm,1,Porter
clé,3,Porter
cpp,410,Porter
cpo,3,Porter
imperat,1,Porter
cpt,1,Porter
e46,1,Porter
pior,20,Porter
440205,1,Porter
cpu,1,Porter
200910701281,1,Porter
úlcer,7,Porter
roup,23,Porter
translat,51,Porter
hansley,1,Porter
incurs,97,Porter
jaurilen,1,Porter
gouv,55,Porter
aperceb,2,Porter
12403,2,Porter
201300127447,1,Porter
roub,433,Porter
translad,2,Porter
2011220575,1,Porter
expir,31,Porter
grageru,1,Porter
2002211220147,1,Porter
ferrreir,2,Porter
dílson,1,Porter
12x36,1,Porter
fruíd,2,Porter
00832576120138190001,1,Porter
crf,2,Porter
tavol,1,Porter
cre,2,Porter
70010843597,1,Porter
flux,14,Porter
reclassific,9,Porter
cri,262,Porter
robustez,7,Porter
bndes,5,Porter
crm,6,Porter
discernív,1,Porter
edemac,1,Porter
crt,1,Porter
brocárdi,1,Porter
crv,3,Porter
cru,2,Porter
gislan,1,Porter
gléci,1,Porter
reparaça,1,Porter
inconscient,1,Porter
votaçã,31,Porter
prefeitinh,1,Porter
robustec,16,Porter
gracez,1,Porter
csf,1,Porter
votaçõ,2,Porter
vitalíc,19,Porter
693263,2,Porter
csn,1,Porter
e70,1,Porter
usufru,23,Porter
arquiv,319,Porter
parreir,1,Porter
veraldin,4,Porter
profissional,377,Porter
inconvalid,1,Porter
ctb,36,Porter
ccom,1,Porter
diminuiçã,132,Porter
eventual,495,Porter
fulgur,1,Porter
piscicultur,2,Porter
cti,1,Porter
ctn,563,Porter
ctm,3,Porter
element,861,Porter
consorci,3,Porter
gener,27,Porter
00398,1,Porter
muscul,2,Porter
ivan,11,Porter
671866,1,Porter
mobíl,2,Porter
pist,53,Porter
00390,1,Porter
cub,8,Porter
paralelepíped,2,Porter
958833,1,Porter
00393,1,Porter
3001279,1,Porter
cuj,1006,Porter
eventualíssim,1,Porter
vestígi,22,Porter
degraus,1,Porter
48ed,2,Porter
incontorn,1,Porter
sancionatóri,11,Porter
sinót,1,Porter
cur,17,Porter
12370,1,Porter
silvéri,1,Porter
08h46min24s,1,Porter
inafianc,3,Porter
1350442,2,Porter
128691,1,Porter
cesári,8,Porter
cvc,2,Porter
416571,1,Porter
sinôn,1,Porter
200310400862,1,Porter
precurs,1,Porter
crê,7,Porter
genar,2,Porter
ncpc,2,Porter
1047052,1,Porter
200911101396,7,Porter
pirã,1,Porter
camerin,4,Porter
151040,2,Porter
rendiment,93,Porter
jeronym,1,Porter
pênfig,1,Porter
11051,1,Porter
668216,2,Porter
1410608,2,Porter
70063419402,1,Porter
008908,2,Porter
200654,1,Porter
marketing,1,Porter
subsidiár,44,Porter
ameniz,18,Porter
alísi,1,Porter
uyed,79,Porter
70042442210,1,Porter
angél,28,Porter
suborn,2,Porter
preconiz,133,Porter
extrajudicial,270,Porter
2008313536,1,Porter
ssouz,1,Porter
alegd,1,Porter
definit,523,Porter
entid,1,Porter
62694,1,Porter
trás,8,Porter
ensangüent,3,Porter
417835,2,Porter
cédul,348,Porter
condômin,16,Porter
relut,1,Porter
acidenteautomobilísticosofr,1,Porter
ambígu,1,Porter
199711802624,3,Porter
remuenratóri,2,Porter
farmacêut,7,Porter
imbuíd,4,Porter
insuscept,6,Porter
178920,1,Porter
0060207,1,Porter
extemporan,8,Porter
crédti,1,Porter
manutençã,1306,Porter
cintur,7,Porter
glass,1,Porter
excelentíssim,279,Porter
37641,1,Porter
cível­,1,Porter
genac,1,Porter
ives,4,Porter
dativ,293,Porter
preconceit,21,Porter
holzschuh,2,Porter
1102a,1,Porter
tacrim,6,Porter
lacun,19,Porter
induçã,5,Porter
11038,8,Porter
picol,2,Porter
hsbc,22,Porter
ilegal,1103,Porter
adminstr,3,Porter
12368,1,Porter
236604,1,Porter
desfavorec,4,Porter
70045228772,1,Porter
fruteb,3,Porter
guardiõ,2,Porter
extrapatrimoni,30,Porter
assunt,183,Porter
manutençõ,1,Porter
florestal,2,Porter
resval,1,Porter
aniquil,7,Porter
carbalal,1,Porter
reportag,12,Porter
loman,21,Porter
antiglaucomat,1,Porter
00383,1,Porter
aílton,1,Porter
lenildison,1,Porter
fruten,1,Porter
…emerg,1,Porter
cristian,18,Porter
848281,1,Porter
ai0271872,1,Porter
corrigend,4,Porter
00372,1,Porter
short,6,Porter
financi,1,Porter
84013,1,Porter
513805,1,Porter
34404412680526,1,Porter
abertur,304,Porter
desvaloriz,32,Porter
desemb,1,Porter
nº891116,1,Porter
romild,8,Porter
ented,1,Porter
033930,1,Porter
201401467,1,Porter
ginecolog,1,Porter
regular­,1,Porter
sucumbênc,2,Porter
1061301,2,Porter
infoseg,3,Porter
irredutibil,31,Porter
entes,138,Porter
945575,1,Porter
concessa,1,Porter
inescus,8,Porter
adinmc,2,Porter
descrédit,7,Porter
totalidaded,1,Porter
guardiã,9,Porter
rubens,2,Porter
201400146,1,Porter
elsevi,1,Porter
redirecion,176,Porter
distint,100,Porter
memori,8,Porter
lxxvii,29,Porter
reformul,5,Porter
1529562,1,Porter
nascedour,10,Porter
constrangedor,5,Porter
emergenc,8,Porter
agasalh,36,Porter
70038209292,1,Porter
primári,101,Porter
fetal,3,Porter
634850,2,Porter
cerceament,376,Porter
50442008720124047000,1,Porter
da1,1,Porter
emergens,1,Porter
emergent,90,Porter
pretext,29,Porter
consórci,33,Porter
frentist,5,Porter
20140004971,5,Porter
imbatív,1,Porter
20031120106,1,Porter
cotovel,2,Porter
0072232,1,Porter
assust,5,Porter
crazin,1,Porter
citaçõ,11,Porter
3705,2,Porter
petrobrás,202,Porter
3708,2,Porter
prescriça,1,Porter
viseir,1,Porter
triângul,2,Porter
0060257,1,Porter
percalc,8,Porter
2009205531,1,Porter
prevalent,66,Porter
200410900623,1,Porter
falsári,6,Porter
3703,1,Porter
conspurc,5,Porter
201510800499,1,Porter
citaçã,1437,Porter
artific,2,Porter
celeum,5,Porter
dab,8,Porter
paritári,1,Porter
dad,832,Porter
dae,3,Porter
juíz,3700,Porter
742812,1,Porter
dai,3,Porter
avari,5,Porter
prevalenc,1,Porter
200910100280,1,Porter
manild,1,Porter
dal,17,Porter
concessõ,6,Porter
dan,5274,Porter
ac20130180607,1,Porter
dam,1,Porter
shows,4,Porter
desautoriz,11,Porter
dar,1155,Porter
médi,147,Porter
dat,2425,Porter
201500710688,1,Porter
das,6768,Porter
200921900070,1,Porter
magazin,1,Porter
dav,19,Porter
fáctic,3,Porter
3712,2,Porter
200420100125,1,Porter
dentár,3,Porter
concessä,2,Porter
3714,1,Porter
concessã,1356,Porter
371e,1,Porter
562783,2,Porter
inadimpl,37,Porter
3726,1,Porter
síntes,330,Porter
levement,1,Porter
201400183,1,Porter
3721,1,Porter
cambial,26,Porter
gpgj,1,Porter
dezembr,275,Porter
3724,1,Porter
federal3,1,Porter
34018041,1,Porter
dca,1,Porter
maninh,1,Porter
234068,1,Porter
11086,1,Porter
rediscussã,127,Porter
23068,1,Porter
interdit,31,Porter
principiolog,1,Porter
011040091602,1,Porter
rodolf,3,Porter
taxoter,3,Porter
disting,8,Porter
70023273121,1,Porter
judiciari,1,Porter
3735,1,Porter
2406,2,Porter
gilmári,2,Porter
ix35,1,Porter
desenh,6,Porter
ddd,2,Porter
compadr,2,Porter
ínterim,21,Porter
ddi,1,Porter
163047,1,Porter
indébit,386,Porter
240g,1,Porter
235380,1,Porter
três,641,Porter
2415,1,Porter
13h40min,1,Porter
18h30,1,Porter
gerencial,1,Porter
lubrific,10,Porter
cedul,1,Porter
ivon,1,Porter
ível,1,Porter
dultr,1,Porter
ded,40,Porter
finaliz,37,Porter
dec,78,Porter
def,4,Porter
descobr,14,Porter
absolutóri,15,Porter
dei,3,Porter
del,559,Porter
den,1,Porter
dem,823,Porter
70035533322,1,Porter
dep,3,Porter
ecológ,12,Porter
der,111,Porter
absolviçõ,2,Porter
2427,1,Porter
daí,226,Porter
det,81,Porter
des,1968,Porter
bradesc,66,Porter
dev,9340,Porter
deu,553,Porter
2012109082,1,Porter
dez,476,Porter
impact,39,Porter
guilherm,80,Porter
1110,1,Porter
oponent,5,Porter
200188022284,1,Porter
201400302006,2,Porter
humanitári,3,Porter
1106,3,Porter
1105,1,Porter
dft,1,Porter
2435,2,Porter
1103,2,Porter
1102,7,Porter
1101,1,Porter
2431,2,Porter
3762,1,Porter
3763,1,Porter
equânim,10,Porter
abomin,2,Porter
0072291,1,Porter
absolviçã,268,Porter
1109,1,Porter
pignoratíci,3,Porter
9bd195162d0447895,1,Porter
1108,1,Porter
diminut,4,Porter
teksul,2,Porter
01839,1,Porter
3783,1,Porter
sentenc,6845,Porter
1120,1,Porter
2010217279,1,Porter
teimos,3,Porter
2449,1,Porter
1118,3,Porter
passív,70,Porter
compart,1,Porter
crédit,2741,Porter
compars,35,Porter
200065010054,1,Porter
1113,3,Porter
200065010053,1,Porter
1112,1,Porter
1111,2,Porter
celebr,417,Porter
3775,1,Porter
tauil,1,Porter
3778,2,Porter
1119,4,Porter
palam,18,Porter
70038080545,1,Porter
3791,1,Porter
969382,1,Porter
conseqüencial,4,Porter
1132,2,Porter
baasch,1,Porter
1131,1,Porter
2460,1,Porter
jailson,6,Porter
1129,13,Porter
1128,2,Porter
2458,1,Porter
1127,2,Porter
1126,2,Porter
quartel,2,Porter
pergainh,1,Porter
1122,1,Porter
273658,1,Porter
3787,1,Porter
desert,16,Porter
dib,1,Porter
376v,1,Porter
dia,1210,Porter
cdas,3,Porter
3789,1,Porter
dic,2,Porter
biasutt,1,Porter
dif,1,Porter
die,1,Porter
acirr,3,Porter
dig,84,Porter
cemitéri,2,Porter
numerári,42,Porter
2474,1,Porter
din,1,Porter
dim,1,Porter
201400335,1,Porter
dip,2,Porter
1140,1,Porter
glíc,1,Porter
dir,9,Porter
2470,1,Porter
releg,5,Porter
infracional,98,Porter
dit,430,Porter
201400332,1,Porter
traír,1,Porter
div,21,Porter
788264,1,Porter
1139,3,Porter
1138,1,Porter
apellatum,6,Porter
diz,1092,Porter
0133749,1,Porter
1134,1,Porter
1133,3,Porter
23024246,2,Porter
3796,1,Porter
arredor,1,Porter
369820,1,Porter
batist,42,Porter
dje,1044,Porter
201211200955,1,Porter
embratel,7,Porter
strad,1,Porter
filmag,1,Porter
maciel,23,Porter
008768,1,Porter
1153,2,Porter
1152,1,Porter
2481,3,Porter
dju,246,Porter
voluntariedad,2,Porter
hierarquiz,9,Porter
sindimed,1,Porter
márli,1,Porter
1148,3,Porter
112v,1,Porter
1147,1,Porter
anist,6,Porter
200511800159,2,Porter
pesadíssim,1,Porter
201110900917,5,Porter
cadeir,8,Porter
virtual,32,Porter
fortior,3,Porter
carlinh,2,Porter
impronunc,8,Porter
dissimul,1,Porter
1165,2,Porter
falcatru,3,Porter
mach,220,Porter
palavr,252,Porter
1163,4,Porter
companh,182,Porter
1162,1,Porter
2493,1,Porter
cocheir,1,Porter
2490,1,Porter
circusnt,2,Porter
palet,1,Porter
areópag,3,Porter
credor,577,Porter
113v,1,Porter
1158,1,Porter
2489,1,Porter
thomaz,1,Porter
edivân,1,Porter
1157,1,Porter
2487,3,Porter
1155,1,Porter
379v,1,Porter
ms016,1,Porter
ferro,1,Porter
vigênc,443,Porter
1184973,2,Porter
monitór,150,Porter
relax,21,Porter
prescriçõ,17,Porter
1144060,2,Porter
rectius,1,Porter
1174,1,Porter
inúmer,63,Porter
vestuári,7,Porter
besteir,1,Porter
apelatór,4,Porter
1171,2,Porter
abrangent,37,Porter
1170,1,Porter
intestinal,2,Porter
rpps,4,Porter
114v,1,Porter
1167,3,Porter
prescriçã,2209,Porter
0011093,1,Porter
impéri,2,Porter
1166,1,Porter
quinzen,15,Porter
relat,2563,Porter
constitucional,1817,Porter
dmj,1,Porter
palli,1,Porter
relig,3,Porter
200630400318,1,Porter
cotidian,37,Porter
poterior,1,Porter
provilment,1,Porter
aptidã,34,Porter
vontad,258,Porter
pretensõ,19,Porter
sefaz,11,Porter
apost,29,Porter
1185,2,Porter
aposs,5,Porter
1184,3,Porter
1183,1,Porter
1182,1,Porter
shadday,1,Porter
1181,1,Porter
1180,2,Porter
impassív,1,Porter
madr,1,Porter
aptidõ,1,Porter
cátedr,2,Porter
dna,41,Porter
fuminh,1,Porter
1177,2,Porter
11220,2,Porter
contabil,6,Porter
creder,31,Porter
pretensã,1181,Porter
episod,1,Porter
manutença,4,Porter
marumb,1,Porter
aciol,1,Porter
acion,121,Porter
presidiári,2,Porter
bross,3,Porter
f20,2,Porter
1198,3,Porter
sessent,207,Porter
migaçã,1,Porter
1194,1,Porter
1193,1,Porter
1192,1,Porter
1191,2,Porter
uniformiz,100,Porter
indebit,1,Porter
dob,1,Porter
1189,1,Porter
doa,1,Porter
invalid,58,Porter
doc,29,Porter
contestatór,10,Porter
alcid,10,Porter
doe,4,Porter
status,46,Porter
arremess,3,Porter
doi,1,Porter
fafen,23,Porter
dol,201,Porter
don,42,Porter
ciosp,1,Porter
sabenc,2,Porter
enrol,1,Porter
dor,174,Porter
dot,64,Porter
magn,207,Porter
ademári,5,Porter
dos,17156,Porter
118v,1,Porter
dou,101,Porter
magr,8,Porter
cadeiã,1,Porter
doz,171,Porter
encontrã,1,Porter
laeder,1,Porter
critéri,748,Porter
118g,1,Porter
13860,1,Porter
13864,1,Porter
palit,1,Porter
dpj,1,Porter
1239179,1,Porter
24527,1,Porter
clarific,8,Porter
f41,1,Porter
vaness,7,Porter
exemplif,3,Porter
267vicpc2,1,Porter
méri,1,Porter
homologatór,6,Porter
protagon,3,Porter
papelot,4,Porter
195rstj,1,Porter
mirell,1,Porter
inconsequent,2,Porter
0121737,1,Porter
relev,353,Porter
sãopaul,1,Porter
baix,122,Porter
seguranc,1229,Porter
adi2591,1,Porter
0000370,1,Porter
sirir,3,Porter
mail,2,Porter
automobilist,1,Porter
bail,112,Porter
00524,1,Porter
mait,1,Porter
00523,1,Porter
mais,2654,Porter
mair,1,Porter
pachec,6,Porter
dra,60,Porter
strip,1,Porter
commun,1,Porter
cdma,3,Porter
credit,45,Porter
pretensa,1,Porter
fraudulent,40,Porter
cautelar,11,Porter
044481,1,Porter
desfaz,35,Porter
ilegim,1,Porter
cadern,35,Porter
20ºc,1,Porter
502984,2,Porter
glór,22,Porter
dinheir,223,Porter
006191,1,Porter
compass,8,Porter
maruim,26,Porter
imobiliár,29,Porter
márti,1,Porter
absolviça,1,Porter
594kwh,6,Porter
01879,1,Porter
00547,2,Porter
salvador,37,Porter
thiag,26,Porter
makr,1,Porter
izaldin,2,Porter
ellen,25,Porter
flexõ,1,Porter
phpdoc,1,Porter
domícili,1,Porter
desincumb,137,Porter
chapéu,1,Porter
capitaliz,2089,Porter
bald,2,Porter
íam,1,Porter
analfabet,9,Porter
ressuscit,7,Porter
451000,1,Porter
manuscrit,2,Porter
palom,14,Porter
aport,36,Porter
nº996,1,Porter
obreir,12,Porter
drº,1,Porter
dua,5,Porter
dosembarg,1,Porter
due,4,Porter
maiz,1,Porter
439360,1,Porter
mascarenh,1,Porter
lamartin,1,Porter
201420100187,6,Porter
desestrutur,1,Porter
duo,3,Porter
00,2224,Porter
dur,68,Porter
1099875,1,Porter
01,1120,Porter
02,1576,Porter
dut,2,Porter
03,1596,Porter
04,1565,Porter
duv,5,Porter
05,1790,Porter
contractus,7,Porter
06,1800,Porter
edicléci,2,Porter
415339,1,Porter
07,1057,Porter
08,1441,Porter
09,1436,Porter
escond,21,Porter
596068,1,Porter
intrins,1,Porter
othon,1,Porter
bank,12,Porter
dvd,5,Porter
duraçã,163,Porter
banh,2,Porter
promovent,14,Porter
banc,1674,Porter
disfarc,3,Porter
band,20,Porter
beneficent,39,Porter
10,2561,Porter
ibicard,2,Porter
11,2296,Porter
intrinc,3,Porter
12,2372,Porter
nascimentoingress,1,Porter
13,697,Porter
decepçã,3,Porter
sobej,57,Porter
14,883,Porter
malh,7,Porter
15,998,Porter
16,755,Porter
17,912,Porter
18,894,Porter
19,661,Porter
desfer,38,Porter
possuidor,56,Porter
sofismát,1,Porter
70020103495,1,Porter
labor,212,Porter
35149,1,Porter
0g,2,Porter
morais­,1,Porter
anafilax,2,Porter
0h,1,Porter
inspeçõ,1,Porter
20,1784,Porter
21,844,Porter
22,744,Porter
23,475,Porter
24,603,Porter
escolp,1,Porter
25,555,Porter
expel,1,Porter
26,505,Porter
27,495,Porter
condenatór,252,Porter
28,578,Porter
supôs,1,Porter
29,702,Porter
sexagésim,1,Porter
escolh,158,Porter
ensin,309,Porter
escurec,2,Porter
redistribu,5,Porter
1a,43,Porter
impass,8,Porter
madalen,6,Porter
0001643,1,Porter
30,1092,Porter
31,404,Porter
1o,51,Porter
endivid,2,Porter
32,217,Porter
33,496,Porter
recalcitr,11,Porter
34,139,Porter
1r,1,Porter
35,254,Porter
2006313677,1,Porter
básic,261,Porter
36,432,Porter
11170,2,Porter
37,614,Porter
star,2,Porter
38,116,Porter
39,240,Porter
aterroriz,2,Porter
manu,2,Porter
mant,2106,Porter
mans,25,Porter
retific,45,Porter
0241548,1,Porter
processegu,1,Porter
devolv,251,Porter
stay,1,Porter
2a,115,Porter
glút,2,Porter
2c,1,Porter
lucien,16,Porter
86755,1,Porter
mand,1150,Porter
progress,253,Porter
despersonaliz,24,Porter
desconfianc,1,Porter
manc,7,Porter
40,705,Porter
botezel,3,Porter
caçamb,1,Porter
41,164,Porter
2o,35,Porter
escolt,4,Porter
42,206,Porter
mang,6,Porter
4006890109706457,1,Porter
43,163,Porter
44,164,Porter
45,163,Porter
barb,7,Porter
supratranscrit,9,Porter
46,194,Porter
embosc,3,Porter
47,129,Porter
48,223,Porter
arvor,4,Porter
ministromaur,1,Porter
0013606,1,Porter
49,124,Porter
235410,3,Porter
estatiz,2,Porter
2011221806,1,Porter
3a,8,Porter
descont,494,Porter
contratobancári,1,Porter
barr,265,Porter
657476,1,Porter
insígn,1,Porter
detinh,14,Porter
50,499,Porter
51,282,Porter
3o,35,Porter
52,145,Porter
11147,2,Porter
53,108,Porter
barc,1,Porter
arrecadatór,1,Porter
54,226,Porter
55,96,Porter
56,90,Porter
57,233,Porter
58,98,Porter
59,233,Porter
0048683,1,Porter
1º,2061,Porter
comissári,4,Porter
imperit,1,Porter
4a,9,Porter
adailton,3,Porter
empen,1,Porter
3001114,1,Porter
11155,2,Porter
carnal,26,Porter
60,255,Porter
‘compreend,1,Porter
exped,211,Porter
61,214,Porter
4o,23,Porter
2º6º9,1,Porter
62,185,Porter
expec,41,Porter
4p,1,Porter
63,101,Porter
neurológ,7,Porter
64,256,Porter
belinat,1,Porter
65,206,Porter
66,156,Porter
4t,3,Porter
67,121,Porter
machuc,6,Porter
fazend,837,Porter
68,134,Porter
endoss,50,Porter
esquematiz,7,Porter
69,254,Porter
2008218775,1,Porter
166849,1,Porter
executibil,1,Porter
mast,5,Porter
165515,1,Porter
mass,42,Porter
2º,1441,Porter
bevilacqu,2,Porter
desintern,6,Porter
73484,1,Porter
ensej,751,Porter
5a,2,Porter
bast,356,Porter
níci,1,Porter
apple,1,Porter
5g,1,Porter
dirley,1,Porter
