Termo,Quantidade,Stemmer
398,5,NoStem
399,5,NoStem
120111006tribunal,1,NoStem
arquive,140,NoStem
arquivo,18,NoStem
modulados,2,NoStem
aops,1,NoStem
estiverem,11,NoStem
38e,1,NoStem
zelou,1,NoStem
arquiva,3,NoStem
fretta,1,NoStem
frustrada,14,NoStem
ovídio,1,NoStem
5ose,1,NoStem
1222371,1,NoStem
alvimar,1,NoStem
201400106542,1,NoStem
paraíba,1,NoStem
cotejado,2,NoStem
requisitante,5,NoStem
revogá,2,NoStem
corpusé,1,NoStem
juntarem,2,NoStem
201011800305,1,NoStem
nesse,1142,NoStem
experimentá,1,NoStem
nessa,278,NoStem
afbnb,3,NoStem
originados,2,NoStem
frustrado,1,NoStem
000042,2,NoStem
altemir,1,NoStem
zelmo,1,NoStem
considerada,79,NoStem
codificação,2,NoStem
ensinam,12,NoStem
7393,1,NoStem
negociação,7,NoStem
1234365,1,NoStem
reduzidos,5,NoStem
considerado,124,NoStem
responsáveis,100,NoStem
minist,1,NoStem
lote,22,NoStem
exorbitantes,9,NoStem
deferal,1,NoStem
encaixando,1,NoStem
conceiçao,1,NoStem
requerimentos,16,NoStem
desproporcionais,6,NoStem
ficção,1,NoStem
moacyr,14,NoStem
sustentanto,1,NoStem
vai,36,NoStem
formulados,56,NoStem
van,2,NoStem
juspodvm,1,NoStem
obriguem,1,NoStem
vaz,49,NoStem
neste,897,NoStem
porjosé,4,NoStem
limitações,9,NoStem
nesta,522,NoStem
entregue,74,NoStem
equipara,4,NoStem
desnaturar,1,NoStem
comparação,8,NoStem
michaele,1,NoStem
transparente,2,NoStem
tamires,1,NoStem
word,1,NoStem
contracheques,14,NoStem
arguída,5,NoStem
terminara,1,NoStem
triangularização,13,NoStem
entrado,2,NoStem
70019733401,1,NoStem
decurso,118,NoStem
concretamente,13,NoStem
pormenorizada,3,NoStem
zélia,1,NoStem
passadas,5,NoStem
litisconsorciais,1,NoStem
declinados,31,NoStem
regulamentação,32,NoStem
liminarrequestada,2,NoStem
rurícola,2,NoStem
guttierrez,1,NoStem
vicissitudes,3,NoStem
frustada,1,NoStem
edições,4,NoStem
carreando,3,NoStem
freyesleben,3,NoStem
entrada,102,NoStem
casualidade,3,NoStem
operasse,3,NoStem
tempestivamente,49,NoStem
dimensões,2,NoStem
70045018975,4,NoStem
garantidores,1,NoStem
imersa,2,NoStem
formular,8,NoStem
201177190006,1,NoStem
tombo,1,NoStem
mentais,1,NoStem
opressão,1,NoStem
alinhar,2,NoStem
formulam,1,NoStem
alienou,2,NoStem
homossexual,1,NoStem
tomar,32,NoStem
gonzaga,10,NoStem
vec,7,NoStem
vincius,1,NoStem
1415501,6,NoStem
vel,3,NoStem
prestariam,1,NoStem
tecnicamente,2,NoStem
vem,169,NoStem
conseguindo,2,NoStem
confrontados,8,NoStem
ver,178,NoStem
1116800,1,NoStem
vez,1424,NoStem
penúltima,1,NoStem
marcus,6,NoStem
instrumentalizam,1,NoStem
2012610465,1,NoStem
peculiaridades,79,NoStem
instrumentalizar,4,NoStem
dubiedade,1,NoStem
iudicis,1,NoStem
1297948,1,NoStem
20136082,1,NoStem
redesigno,1,NoStem
posterga,2,NoStem
0295338,1,NoStem
hodiernamente,21,NoStem
terminará,1,NoStem
2012213376,1,NoStem
quitéria,1,NoStem
resp1137125,1,NoStem
2onão,2,NoStem
1187156,1,NoStem
jusrisprudência,1,NoStem
singularmente,1,NoStem
retina,2,NoStem
zimmer,1,NoStem
1199147,1,NoStem
pista,1,NoStem
compelir,45,NoStem
segregação,59,NoStem
compeliu,1,NoStem
fincar,3,NoStem
fincas,2,NoStem
compreendermos,1,NoStem
diagnósticos,2,NoStem
grave,265,NoStem
separação,65,NoStem
loyo,2,NoStem
tomem,4,NoStem
aymore,17,NoStem
umbauba,5,NoStem
convalidar,5,NoStem
anulando,25,NoStem
protegida,4,NoStem
tranquila,2,NoStem
devedoras,1,NoStem
inativados,1,NoStem
201510901433,2,NoStem
originadas,1,NoStem
preferiu,2,NoStem
via,579,NoStem
20145000777,1,NoStem
pierre,2,NoStem
exemplificativamente,1,NoStem
tranquilo,7,NoStem
vii,85,NoStem
2280492009,1,NoStem
vir,85,NoStem
alinha,2,NoStem
70057893687,2,NoStem
viu,11,NoStem
614254,1,NoStem
elizangela,1,NoStem
pejus,45,NoStem
201411100446,1,NoStem
explicitação,2,NoStem
592377,14,NoStem
2012105609,1,NoStem
chevrolet,2,NoStem
pierro,6,NoStem
kawasaki,4,NoStem
desclassificação,1,NoStem
derrota,4,NoStem
oméritonos,1,NoStem
jussiê,1,NoStem
quinzenal,1,NoStem
configurar,45,NoStem
obrigados,19,NoStem
disponibilizam,1,NoStem
configuram,7,NoStem
disponibilizar,1,NoStem
scpv,3,NoStem
tolher,8,NoStem
paritariamente,3,NoStem
transcendência,1,NoStem
41128,1,NoStem
acostou,29,NoStem
conhecem,1,NoStem
glauber,3,NoStem
itaberaí,1,NoStem
conheceu,24,NoStem
suspenso,104,NoStem
70059145219,1,NoStem
verrossimilhança,2,NoStem
sucursal,30,NoStem
scpc,1,NoStem
conhecer,204,NoStem
protegido,14,NoStem
atingidos,3,NoStem
frutene,2,NoStem
admitisse,1,NoStem
suspensa,75,NoStem
cosméticos,5,NoStem
marioildo,1,NoStem
amenizar,7,NoStem
moldes,223,NoStem
flamboyant,6,NoStem
rosalvo,2,NoStem
centros,1,NoStem
manifestaram,30,NoStem
satisfeita,29,NoStem
nstrumento,1,NoStem
giseldo,1,NoStem
mapeamento,2,NoStem
satisfeito,29,NoStem
rés,24,NoStem
réu,612,NoStem
preenchidas,8,NoStem
reforçar,4,NoStem
cadastradas,2,NoStem
hipotéticas,1,NoStem
687209,1,NoStem
inspiram,1,NoStem
uníssona,69,NoStem
jussicleide,1,NoStem
favorecido,13,NoStem
vol,140,NoStem
uníssono,30,NoStem
70041255035,1,NoStem
voo,3,NoStem
montador,1,NoStem
importador,2,NoStem
extrínseco,28,NoStem
disponibilizem,1,NoStem
favorecida,6,NoStem
marcos,89,NoStem
compensam,5,NoStem
marcou,2,NoStem
litígios,17,NoStem
6418820,1,NoStem
marcon,11,NoStem
hidro,7,NoStem
compensar,10,NoStem
ocasionaria,4,NoStem
atuava,2,NoStem
2010105971,1,NoStem
fartamente,1,NoStem
fomento,3,NoStem
reiniciar,1,NoStem
0185025,1,NoStem
distinções,3,NoStem
concluso,4,NoStem
decretado,5,NoStem
000335,1,NoStem
ariella,1,NoStem
manifestarem,8,NoStem
partilha,32,NoStem
solucionar,6,NoStem
testificando,5,NoStem
malhada,3,NoStem
transitava,1,NoStem
vindicados,3,NoStem
marcio,12,NoStem
negativado,4,NoStem
dajuda,2,NoStem
vrg,2,NoStem
002989,1,NoStem
mariana,2,NoStem
205256,1,NoStem
400,38,NoStem
restaria,8,NoStem
401,19,NoStem
mariani,6,NoStem
ilegítimas,1,NoStem
402,2,NoStem
decretada,84,NoStem
403,15,NoStem
404,5,NoStem
irregularmente,13,NoStem
graves,30,NoStem
405,21,NoStem
inacolheu,3,NoStem
406,50,NoStem
407,8,NoStem
apel,15,NoStem
inacolher,2,NoStem
408,3,NoStem
409,15,NoStem
verossímil,9,NoStem
72hs,1,NoStem
obstante,184,NoStem
lavrado,15,NoStem
fróes,1,NoStem
registramos,1,NoStem
examináveis,1,NoStem
cadernos,1,NoStem
negociais,4,NoStem
anotar,10,NoStem
jurídicas,132,NoStem
fedro,1,NoStem
nplica,1,NoStem
410,17,NoStem
411,17,NoStem
412,6,NoStem
413,23,NoStem
lavrada,11,NoStem
414,13,NoStem
415,4,NoStem
416,2,NoStem
417,12,NoStem
418,30,NoStem
419,11,NoStem
locativos,2,NoStem
marcks,1,NoStem
67734,2,NoStem
1080625,1,NoStem
67737,2,NoStem
67738,2,NoStem
derivam,1,NoStem
ivania,2,NoStem
subsequentes,5,NoStem
420,5,NoStem
421,25,NoStem
422,14,NoStem
423,10,NoStem
70049741127,1,NoStem
424,3,NoStem
425,17,NoStem
significativamente,1,NoStem
426,8,NoStem
427,10,NoStem
428,7,NoStem
40v,1,NoStem
429,25,NoStem
pdfsam,13,NoStem
restarem,11,NoStem
devedores,30,NoStem
dissociados,6,NoStem
1163524,1,NoStem
receosa,1,NoStem
somando,3,NoStem
miúdos,1,NoStem
430,4,NoStem
2oo,2,NoStem
431,19,NoStem
consideráveis,7,NoStem
432,3,NoStem
indicouo,2,NoStem
433,4,NoStem
434,4,NoStem
435,25,NoStem
436,7,NoStem
437,75,NoStem
438,6,NoStem
41v,1,NoStem
439,21,NoStem
marcel,5,NoStem
verossímel,1,NoStem
integralizada,2,NoStem
albergar,1,NoStem
citatórios,1,NoStem
entrave,19,NoStem
reconhecível,1,NoStem
entrará,1,NoStem
201200207377,1,NoStem
demonstrariam,2,NoStem
440,7,NoStem
441,11,NoStem
vvp,1,NoStem
442,13,NoStem
dirigentes,5,NoStem
argumentada,1,NoStem
443,13,NoStem
444,2,NoStem
445,17,NoStem
sequestrado,2,NoStem
446,2,NoStem
447,4,NoStem
448,11,NoStem
449,7,NoStem
trinta,312,NoStem
intrinsecamente,8,NoStem
argumentado,2,NoStem
albergam,1,NoStem
arquivando,3,NoStem
entrementes,10,NoStem
110371718,1,NoStem
apreciando,9,NoStem
seriada,1,NoStem
1393455,1,NoStem
máquina,11,NoStem
201200207365,1,NoStem
desocupando,2,NoStem
450,12,NoStem
201575200617,3,NoStem
451,5,NoStem
452,28,NoStem
453,11,NoStem
454,3,NoStem
455,1,NoStem
456,3,NoStem
457,49,NoStem
458,36,NoStem
459,9,NoStem
suspendê,2,NoStem
reteve,3,NoStem
interrogada,1,NoStem
febraban,2,NoStem
7432,1,NoStem
negociado,3,NoStem
002967,2,NoStem
460,32,NoStem
461,121,NoStem
oportunidades,12,NoStem
462,13,NoStem
463,18,NoStem
marcha,15,NoStem
464,5,NoStem
protocolizadas,1,NoStem
institutos,13,NoStem
465,10,NoStem
466,6,NoStem
467,8,NoStem
incessante,1,NoStem
468,9,NoStem
469,11,NoStem
âmago,2,NoStem
promovente,3,NoStem
201500800859,1,NoStem
incompetente,30,NoStem
reconheça,12,NoStem
barbi,5,NoStem
aprecia,2,NoStem
importadas,3,NoStem
aprecie,12,NoStem
470,14,NoStem
471,13,NoStem
472,22,NoStem
espécie,225,NoStem
473,31,NoStem
474,16,NoStem
201190090120,1,NoStem
lombalgia,1,NoStem
475,324,NoStem
eletrônico,138,NoStem
476,18,NoStem
477,6,NoStem
reconheço,55,NoStem
478,10,NoStem
479,4,NoStem
edifícios,1,NoStem
restaram,27,NoStem
amigos,3,NoStem
configurou,3,NoStem
repercutiu,2,NoStem
espécia,1,NoStem
eletrônica,26,NoStem
repercutir,2,NoStem
níveis,11,NoStem
acostar,19,NoStem
além,556,NoStem
46e,1,NoStem
acostam,1,NoStem
atingidas,11,NoStem
desenvolvimento,123,NoStem
botelho,1,NoStem
480,15,NoStem
481,27,NoStem
482,36,NoStem
483,4,NoStem
485,33,NoStem
486,8,NoStem
trezentos,93,NoStem
201483690271,1,NoStem
487,8,NoStem
lançando,2,NoStem
488,8,NoStem
489,11,NoStem
aprecio,3,NoStem
adolescente,62,NoStem
simulações,4,NoStem
marcar,1,NoStem
7449,19,NoStem
120130910tribunal,1,NoStem
zirpoli,1,NoStem
70024111379,1,NoStem
687181,1,NoStem
acrescentando,14,NoStem
miguel,17,NoStem
modificado,118,NoStem
490,6,NoStem
ceconsud,1,NoStem
deram,17,NoStem
492,3,NoStem
493,1,NoStem
2011106622,1,NoStem
494,79,NoStem
graça,4,NoStem
debruçar,3,NoStem
495,12,NoStem
496,5,NoStem
497,6,NoStem
498,2,NoStem
499,3,NoStem
adotado,118,NoStem
201011800220,1,NoStem
legitimou,3,NoStem
modificada,46,NoStem
providenciando,5,NoStem
48a,1,NoStem
jorsel,2,NoStem
201500702451,2,NoStem
1175494,1,NoStem
48h,11,NoStem
adotada,59,NoStem
aureo,1,NoStem
impecável,2,NoStem
20070020118909hbc,1,NoStem
201190090123,1,NoStem
codificadas,1,NoStem
colacionando,6,NoStem
espera,40,NoStem
201190090130,1,NoStem
0030070,1,NoStem
tardiamente,2,NoStem
aproveitado,3,NoStem
apos,1,NoStem
49e,2,NoStem
integralidade,87,NoStem
jornadas,1,NoStem
201600604586,1,NoStem
microsoft,1,NoStem
assentando,5,NoStem
sucessor,3,NoStem
documentação,288,NoStem
afere,1,NoStem
circunscrição,14,NoStem
importou,1,NoStem
agiotagem,1,NoStem
aderiuàtese,1,NoStem
destinados,12,NoStem
sumbência,1,NoStem
primordialmente,8,NoStem
coibição,1,NoStem
grego,1,NoStem
2014300556,1,NoStem
201400826479,1,NoStem
70069511012,1,NoStem
2010213420,1,NoStem
impugnando,5,NoStem
48º,1,NoStem
sizino,2,NoStem
ocupavam,1,NoStem
virgolino,1,NoStem
registrando,6,NoStem
complçao,1,NoStem
credordetém,1,NoStem
import,2,NoStem
apto,49,NoStem
nº201588100483,1,NoStem
agathe,1,NoStem
afeta,33,NoStem
atuante,21,NoStem
fique,36,NoStem
preenchidos,79,NoStem
fincado,1,NoStem
central,183,NoStem
apud,7,NoStem
70033874132,1,NoStem
imponham,1,NoStem
encartados,8,NoStem
afeto,8,NoStem
scarparo,4,NoStem
º201411100446,1,NoStem
tenham,126,NoStem
alinhavados,1,NoStem
antunes,4,NoStem
way,2,NoStem
apta,70,NoStem
carmozita,1,NoStem
mascarar,1,NoStem
depois,147,NoStem
reinvidicatórias,1,NoStem
retratando,1,NoStem
decida,9,NoStem
transação,32,NoStem
aferirá,1,NoStem
decide,14,NoStem
financiou,2,NoStem
inacolhida,2,NoStem
decidi,4,NoStem
decido,825,NoStem
deque,1,NoStem
percalços,3,NoStem
aptº,2,NoStem
inacolhido,4,NoStem
gumersindo,3,NoStem
estria,1,NoStem
vincendas,81,NoStem
mencione,2,NoStem
greco,2,NoStem
hipoteticamente,4,NoStem
menciona,8,NoStem
abarcarem,1,NoStem
jucylene,1,NoStem
desapareça,1,NoStem
petrotec,2,NoStem
embalar,2,NoStem
possuíam,2,NoStem
pessoa,839,NoStem
subordinando,1,NoStem
semelhança,4,NoStem
rosalha,1,NoStem
coqueiral,5,NoStem
afigurarem,1,NoStem
excipiente,19,NoStem
201274100172,1,NoStem
201400728063,1,NoStem
documentos,1066,NoStem
involuntariamente,1,NoStem
web,1,NoStem
solucionou,5,NoStem
70043039510,1,NoStem
prolata,1,NoStem
oportunização,2,NoStem
redimensionados,4,NoStem
futuras,7,NoStem
deação,3,NoStem
contrapõem,1,NoStem
agrícola,5,NoStem
matias,6,NoStem
pendente,73,NoStem
intuir,4,NoStem
lesante,15,NoStem
glécio,4,NoStem
apreciá,11,NoStem
201400718678,12,NoStem
cientificando,3,NoStem
aplicando,134,NoStem
possuída,1,NoStem
exonerado,2,NoStem
paradeiro,9,NoStem
são,1358,NoStem
disponibilizou,11,NoStem
doenergisa,1,NoStem
incidiu,4,NoStem
incidir,147,NoStem
binômio,21,NoStem
201500128720,1,NoStem
201500128723,1,NoStem
comprovassem,2,NoStem
201652000137,1,NoStem
2011300959,2,NoStem
segundos,3,NoStem
pátrios,100,NoStem
elizama,1,NoStem
protocolizados,2,NoStem
povoados,5,NoStem
recorribilidade,15,NoStem
substabelecido,4,NoStem
sustentaram,3,NoStem
fiscalizar,3,NoStem
denunciada,4,NoStem
configurem,1,NoStem
inatacável,1,NoStem
sindpen,2,NoStem
assombroso,1,NoStem
notificadas,1,NoStem
xexéu,1,NoStem
administrativo,539,NoStem
201411800776,2,NoStem
denunciado,15,NoStem
vigências,2,NoStem
agressão,5,NoStem
exonerada,1,NoStem
promovendo,26,NoStem
vindicadas,1,NoStem
administrativa,224,NoStem
0102758,1,NoStem
881911,1,NoStem
dissociadas,100,NoStem
descaracterização,46,NoStem
participe,3,NoStem
cumprem,3,NoStem
valtran,4,NoStem
litisconsorcial,20,NoStem
mérito,1838,NoStem
souza,236,NoStem
1332553,4,NoStem
debruçou,1,NoStem
traçados,19,NoStem
orçamento,34,NoStem
jonatas,1,NoStem
amenização,1,NoStem
adjetos,2,NoStem
70070130257,1,NoStem
participa,2,NoStem
equipamentos,11,NoStem
barros,116,NoStem
hierárquico,6,NoStem
respeitar,3,NoStem
201411100322,1,NoStem
takeuti,1,NoStem
respeitam,1,NoStem
doutrinariamente,2,NoStem
hierárquica,4,NoStem
pesquisada,1,NoStem
albergue,2,NoStem
importam,1,NoStem
prove,6,NoStem
múltipla,9,NoStem
importar,25,NoStem
matemática,4,NoStem
década,1,NoStem
prova,1649,NoStem
múltiplo,5,NoStem
120110603tribunal,1,NoStem
891455,1,NoStem
conservação,17,NoStem
recursoespecial,4,NoStem
matemático,1,NoStem
rescindi,1,NoStem
combinados,1,NoStem
dadas,20,NoStem
justos,11,NoStem
superariam,1,NoStem
emissão,203,NoStem
dafiti,1,NoStem
tooth,1,NoStem
corretores,2,NoStem
informatizada,1,NoStem
assinaram,2,NoStem
familiar,63,NoStem
201411100341,1,NoStem
informatizado,18,NoStem
esgotadas,20,NoStem
isonômico,3,NoStem
anunciou,16,NoStem
sérigo,1,NoStem
edjnia,1,NoStem
refratária,1,NoStem
estável,55,NoStem
admito,1,NoStem
obrigatório,98,NoStem
trezentas,2,NoStem
conhecemos,2,NoStem
expansivo,1,NoStem
admite,234,NoStem
201285000756,1,NoStem
cumpram,1,NoStem
admiti,1,NoStem
411619,1,NoStem
incessantes,3,NoStem
obrigatória,160,NoStem
favorecem,1,NoStem
jóia,2,NoStem
anverso,1,NoStem
deficitariamente,20,NoStem
encartadas,8,NoStem
resposta,103,NoStem
admita,17,NoStem
suplemento,7,NoStem
separado,3,NoStem
certificando,3,NoStem
comutatividade,3,NoStem
passemos,6,NoStem
michel,6,NoStem
usura,113,NoStem
explicitadas,3,NoStem
práticos,5,NoStem
mapas,1,NoStem
1295019,1,NoStem
alteradas,5,NoStem
98571105,1,NoStem
neves,11,NoStem
0065323,2,NoStem
2013309149,1,NoStem
1320527,1,NoStem
congresso,6,NoStem
procedimental,12,NoStem
requisitosinexistentes,4,NoStem
concebido,3,NoStem
ministrou,1,NoStem
prová,1,NoStem
andréia,1,NoStem
ixium,2,NoStem
destinadas,5,NoStem
brinquedos,1,NoStem
impugnante,48,NoStem
baixos,2,NoStem
estivessem,6,NoStem
3km,1,NoStem
divida,4,NoStem
atuando,7,NoStem
ademilson,2,NoStem
presumíveis,1,NoStem
concebida,2,NoStem
ibiapino,1,NoStem
extirpação,4,NoStem
contrarrecursal,1,NoStem
dinamarco,14,NoStem
barris,2,NoStem
edilene,1,NoStem
exclusividade,2,NoStem
minhas,4,NoStem
500,168,NoStem
501,18,NoStem
retroativas,3,NoStem
502,9,NoStem
503,26,NoStem
504,22,NoStem
505,13,NoStem
configuraçao,2,NoStem
506,8,NoStem
507,8,NoStem
ministros,23,NoStem
508,55,NoStem
provê,3,NoStem
509,12,NoStem
coqueiros,39,NoStem
divina,14,NoStem
estratégico,2,NoStem
201210301808,1,NoStem
desabrigados,1,NoStem
vàlido,1,NoStem
alinhavadas,1,NoStem
agredido,1,NoStem
510,14,NoStem
511,166,NoStem
512,23,NoStem
513,26,NoStem
514,184,NoStem
515,74,NoStem
516,2,NoStem
divino,4,NoStem
517,24,NoStem
correspondia,3,NoStem
518,118,NoStem
519,8,NoStem
justen,6,NoStem
embate,4,NoStem
tutelas,17,NoStem
agredida,1,NoStem
utilzação,1,NoStem
tutelar,25,NoStem
denise,64,NoStem
contrato,2457,NoStem
exigível,66,NoStem
transgride,1,NoStem
026859,1,NoStem
tutelam,2,NoStem
transgrida,1,NoStem
extiguindo,1,NoStem
520,32,NoStem
521,17,NoStem
adruabi2016854,1,NoStem
522,169,NoStem
523,21,NoStem
524,38,NoStem
525,310,NoStem
notifiquem,1,NoStem
526,71,NoStem
sérias,2,NoStem
preenchimento,173,NoStem
527,224,NoStem
perscrutada,1,NoStem
contrata,2,NoStem
528,4,NoStem
529,28,NoStem
porcooperativas,1,NoStem
específicas,18,NoStem
alvos,1,NoStem
530,72,NoStem
531,9,NoStem
3oo,2,NoStem
1464372,1,NoStem
532,7,NoStem
findos,3,NoStem
533,17,NoStem
findou,13,NoStem
534,2,NoStem
535,337,NoStem
536,16,NoStem
537,13,NoStem
538,24,NoStem
fixaçao,1,NoStem
539,31,NoStem
reavalie,1,NoStem
120131010tribunal,1,NoStem
pudessem,5,NoStem
anilson,4,NoStem
201210301839,1,NoStem
540,12,NoStem
541,41,NoStem
comprove,43,NoStem
542,7,NoStem
543,205,NoStem
544,92,NoStem
201400312902,1,NoStem
protocolização,8,NoStem
545,30,NoStem
546,6,NoStem
547,8,NoStem
548,5,NoStem
52v,2,NoStem
549,4,NoStem
singularidade,20,NoStem
comprova,24,NoStem
corresponder,20,NoStem
correspondes,1,NoStem
cumprir,154,NoStem
contencioso,2,NoStem
correspondeu,1,NoStem
jornada,7,NoStem
efetue,15,NoStem
alvim,14,NoStem
dispendioso,1,NoStem
conclusivos,16,NoStem
liberalidade,1,NoStem
preconstituída,1,NoStem
correspondem,10,NoStem
lavre,1,NoStem
engendrado,4,NoStem
efetuo,5,NoStem
cumpriu,36,NoStem
lavra,49,NoStem
550,8,NoStem
551,10,NoStem
552,4,NoStem
sós,3,NoStem
553,4,NoStem
554,12,NoStem
555,4,NoStem
556,6,NoStem
www,39,NoStem
justas,5,NoStem
557,2288,NoStem
558,34,NoStem
559,14,NoStem
201400128163,1,NoStem
220131219tribunal,1,NoStem
precedente,268,NoStem
regidas,1,NoStem
dispendiosa,2,NoStem
curvelo,2,NoStem
7519,1,NoStem
trabalhe,1,NoStem
fornecimento,503,NoStem
deduções,3,NoStem
satisfatoriamente,6,NoStem
destinatários,15,NoStem
trabalha,6,NoStem
201478000827,1,NoStem
colimado,1,NoStem
acontecido,3,NoStem
motivaram,1,NoStem
560,5,NoStem
561,6,NoStem
cumpria,5,NoStem
562,9,NoStem
1092508,1,NoStem
empreitadas,1,NoStem
564,3,NoStem
derecurso,1,NoStem
565,8,NoStem
contenciosa,2,NoStem
566,1,NoStem
trabalho,301,NoStem
567,8,NoStem
568,22,NoStem
569,7,NoStem
efetua,5,NoStem
futuros,4,NoStem
norteiam,11,NoStem
séries,3,NoStem
órgão,386,NoStem
seac,28,NoStem
reclamantes,1,NoStem
eivar,2,NoStem
shirley,2,NoStem
eivas,1,NoStem
números,12,NoStem
abroquelado,10,NoStem
escrutínio,17,NoStem
570,14,NoStem
indiciado,6,NoStem
571,3,NoStem
572,6,NoStem
573,9,NoStem
201583301456,1,NoStem
574,3,NoStem
caracterizadora,2,NoStem
575,6,NoStem
576,4,NoStem
577,7,NoStem
578,8,NoStem
579,12,NoStem
integrasse,1,NoStem
reprisa,1,NoStem
importem,1,NoStem
idoso,13,NoStem
varejista,2,NoStem
documental,48,NoStem
friso,12,NoStem
580,15,NoStem
581,3,NoStem
rosilane,1,NoStem
582,2,NoStem
andrade,188,NoStem
583,2,NoStem
584,13,NoStem
585,4,NoStem
embasa,12,NoStem
586,22,NoStem
idosa,7,NoStem
587,3,NoStem
588,8,NoStem
589,12,NoStem
privacidade,3,NoStem
frisa,4,NoStem
homônimo,1,NoStem
frise,64,NoStem
sucesso,21,NoStem
embase,3,NoStem
comprová,2,NoStem
distribuírem,1,NoStem
vicente,17,NoStem
dados,227,NoStem
estendem,1,NoStem
seca,3,NoStem
cogita,4,NoStem
590,3,NoStem
591,48,NoStem
592,28,NoStem
593,16,NoStem
advertindo,8,NoStem
594,9,NoStem
práticas,41,NoStem
595,33,NoStem
596,74,NoStem
iniciativa,63,NoStem
597,17,NoStem
598,18,NoStem
599,2,NoStem
desenvolvam,1,NoStem
cadastrados,10,NoStem
obrigadas,2,NoStem
subscreve,6,NoStem
acrescendo,4,NoStem
discutiram,2,NoStem
327826,1,NoStem
relatora,615,NoStem
excepcionada,1,NoStem
70026786012,2,NoStem
discutida,63,NoStem
firmeza,1,NoStem
destoar,1,NoStem
embargado,111,NoStem
asseverando,25,NoStem
58v,1,NoStem
prescindibilidade,6,NoStem
wander,2,NoStem
singular,278,NoStem
expensas,13,NoStem
embargada,165,NoStem
burlaria,1,NoStem
satisfaçam,1,NoStem
atesto,1,NoStem
recaído,1,NoStem
satisfaçao,1,NoStem
ateste,6,NoStem
proej,1,NoStem
687065,1,NoStem
momentânea,5,NoStem
obedeceu,10,NoStem
alterados,15,NoStem
concluir,81,NoStem
onias,1,NoStem
concluiu,47,NoStem
atesta,20,NoStem
dativamente,1,NoStem
discutido,50,NoStem
mingua,1,NoStem
submeteram,1,NoStem
constar,110,NoStem
decretando,5,NoStem
sede,770,NoStem
josimar,6,NoStem
súm,8,NoStem
autuados,1,NoStem
defenderem,3,NoStem
agostino,1,NoStem
vilande,1,NoStem
regidos,18,NoStem
esclareça,4,NoStem
avisou,4,NoStem
inglês,1,NoStem
constam,37,NoStem
201550000124,1,NoStem
cético,1,NoStem
loteamento,8,NoStem
esclareço,16,NoStem
intervirá,1,NoStem
importação,18,NoStem
hemácias,1,NoStem
segs,3,NoStem
desenvolveu,3,NoStem
201406209,1,NoStem
desenvolver,11,NoStem
desenvolvem,9,NoStem
cerâmica,2,NoStem
retroativos,9,NoStem
nucci,3,NoStem
esgotados,6,NoStem
2012201578,1,NoStem
1248780,1,NoStem
obedecer,21,NoStem
elismar,3,NoStem
prole,1,NoStem
024241,1,NoStem
espírito,36,NoStem
expedindo,28,NoStem
externado,20,NoStem
reservatórios,1,NoStem
201410400461,1,NoStem
máxima,31,NoStem
máxime,15,NoStem
seis,181,NoStem
sanasse,3,NoStem
seio,11,NoStem
privada,209,NoStem
heil,1,NoStem
elegendo,2,NoStem
atuado,3,NoStem
1ºa,4,NoStem
contraminuta,4,NoStem
120131108tribunal,1,NoStem
submeterem,2,NoStem
aferida,9,NoStem
privado,97,NoStem
antecedente,10,NoStem
coercibilidade,3,NoStem
criminosa,12,NoStem
tecida,1,NoStem
divisa,3,NoStem
aquo,2,NoStem
aqui,274,NoStem
avisto,2,NoStem
defenderam,3,NoStem
aferido,15,NoStem
aque,1,NoStem
financiador,5,NoStem
respeitáveis,1,NoStem
nocivamente,1,NoStem
específicos,39,NoStem
0209641,1,NoStem
seguirão,1,NoStem
razoável,251,NoStem
criminoso,5,NoStem
decretará,1,NoStem
avista,58,NoStem
máximo,95,NoStem
coaduno,1,NoStem
coaduna,47,NoStem
arnoldo,3,NoStem
urgência,303,NoStem
josenias,12,NoStem
201373001773,1,NoStem
fabris,1,NoStem
resolução,1169,NoStem
supramencionados,9,NoStem
sousa,25,NoStem
intelectual,7,NoStem
31868,1,NoStem
201600313130,1,NoStem
investigações,6,NoStem
degival,3,NoStem
seja,2271,NoStem
insatisfeita,5,NoStem
south,2,NoStem
execução,4051,NoStem
atenuação,6,NoStem
externada,3,NoStem
hemp,1,NoStem
fundamentando,13,NoStem
cardiodesfribilador,3,NoStem
insatisfeito,9,NoStem
notificação,283,NoStem
semi,18,NoStem
mangueira,2,NoStem
seme,1,NoStem
conhecendo,7,NoStem
tão,316,NoStem
aparecem,2,NoStem
ulterior,16,NoStem
método,17,NoStem
indeterminado,24,NoStem
aparecer,2,NoStem
jurista,9,NoStem
help,4,NoStem
tumoral,2,NoStem
risalvo,1,NoStem
atuais,17,NoStem
sérios,5,NoStem
marotta,2,NoStem
neuza,2,NoStem
hely,24,NoStem
exigüidade,2,NoStem
maratá,4,NoStem
obstando,22,NoStem
depor,1,NoStem
901289,1,NoStem
70063969729,2,NoStem
cumulativamente,19,NoStem
04209,1,NoStem
lavar,2,NoStem
quadrilha,3,NoStem
justiça,7246,NoStem
decuplo,2,NoStem
desonerá,2,NoStem
reproposituras,1,NoStem
automática,24,NoStem
xii,44,NoStem
663060,2,NoStem
evidenciam,6,NoStem
